question,answer,predicted,correct,latency_ms,response
"A G1P0 mother gives birth to a male infant at 37 weeks gestation. She received adequate prenatal care and took all her prenatal vitamins. She is otherwise healthy and takes no medications. On the 1 month checkup, examination revealed a machine-like murmur heard at the left sternal border. Which of the following medications would be most appropriate to give the infant to address the murmur?",B,A,False,14543.3,"A: The machine-like murmur heard at the left sternal border is consistent with a patent ductus arteriosus (PDA), which is commonly treated with digoxin to help manage the heart rate and improve the efficiency of the circulation. However, digoxin does not directly address the PDA itself, but it can help support the cardiac output and reduce the workload on the heart. Other treatments for a PDA include indomethacin or prostag"
"A 10-year-old girl is brought to the physician because of itching of the vulva and anal region for the past 2 weeks. She has difficulty sleeping because of the itching. Physical examination shows excoriation marks around the vulva and perianal region. There is minor perianal erythema, but no edema or fissures. Microscopy of an adhesive tape applied to the perianal region shows multiple ova. Which of the following is the most appropriate treatment for this patient?",A,A,True,12050.1,"A) Mebendazole: This is the most appropriate treatment for this patient as the microscopy results suggest the presence of ova, which is indicative of intestinal helminthic infection, and mebendazole is an effective anti-helminthic medication."
"A 40-year-old woman comes to the physician because of a 2-week history of anal pain that occurs during defecation and lasts for several hours. She reports that she often strains during defecation and sees bright red blood on toilet paper after wiping. She typically has 3 bowel movements per week. Physical examination shows a longitudinal, perianal tear. This patient's symptoms are most likely caused by tissue injury in which of the following locations?",A,A,True,10892.8,"A) An anal fissure is a longitudinal tear in the posterior midline of the anal canal, distal to the pectinate line, which is commonly caused by straining during defecation and results in pain and bleeding."
"A 35-year-old woman is brought to the emergency department by her coworkers after a sudden onset of vision loss. She is a lawyer and lost 3 cases in the past week. Yesterday, she experienced weakness and paralysis of her left wrist. Past medical history is significant for acid reflux. Physical examination reveals 2/4 in reflexes and 5/5 in muscular strength in all extremities. She appears indifferent to her current situation and presents with a flat affect. Slurring of words is absent. CT without contrast and MRI of the brain are unremarkable. Which of the following is the most likely diagnosis?",D,C,False,13470.3,"C. Major depressive disorder: The patient's symptoms of sudden vision loss and left wrist weakness, along with her indifferent attitude and flat affect, are more consistent with a major depressive disorder rather than a factitious disorder, transient ischemic attack, or conversion disorder. The unremarkable CT and MRI further support this diagnosis."
"A 23-year-old woman is brought to the emergency department 30 minutes after stepping on a piece of broken glass. Physical examination shows a 3-cm, ragged laceration on the plantar aspect of the left foot. The physician uses hydrogen peroxide to clean the wound. Which of the following is the most likely mechanism of action of this disinfectant?",C,C,True,10235.1,"C) Formation of free radicals. Hydrogen peroxide acts as an oxidizing agent, breaking down into water and oxygen to generate free radicals that help eliminate bacteria by damaging their cellular structures."
"A 3-year-old boy is brought to the emergency room by his mother with fever and difficulty breathing after receiving the BCG vaccine. He has never had a reaction to a vaccine before. He has a history of 2 salmonella infections over the past 2 years. He was born at 35 weeks’ gestation and spent one day in the neonatal intensive care unit. His parents' family histories are unremarkable. His temperature is 101°F (38.3°C), blood pressure is 80/55 mmHg, pulse is 135/min, and respirations are 24/min. On examination, he appears acutely ill. He has increased work of breathing with intercostal retractions. A petechial rash is noted on his trunk and extremities. A serological analysis in this patient would most likely reveal decreased levels of which of the following cytokines?",B,A,False,16587.5,"A) Interferon alpha: The BCG vaccine stimulates the production of interferon alpha, and a reaction to the vaccine can result in decreased levels of this cytokine. The patient's history of salmonella infections and preterm birth may increase the risk of a severe reaction to the BCG vaccine."
A 27-year-old man is witnessed falling off his bicycle. The patient rode his bicycle into a curb and hit his face against a rail. The patient did not lose consciousness and is ambulatory at the scene. There is blood in the patient's mouth and one of the patient's teeth is found on the sidewalk. The patient is transferred to the local emergency department. Which of the following is the best method to transport this patient's tooth?,A,A,True,10994.1,A) Submerged in milk: This is not the best method to transport a tooth as milk is not a suitable preservation medium for a tooth. It is recommended to keep the tooth in saline solution or water to keep it moist and viable during transportation.
"A 48-year-old man comes to the emergency department because of a 2-hour history of severe left-sided colicky flank pain that radiates towards his groin. He has vomited twice. Last year, he was treated with ibuprofen for swelling and pain of his left toe. He drinks 4-5 beers most days of the week. Examination shows left costovertebral angle tenderness. An upright x-ray of the abdomen shows no abnormalities. A CT scan of the abdomen and pelvis shows an 9-mm stone in the proximal ureter on the left. Which of the following is most likely to be seen on urinalysis?",B,A,False,12662.2,"A) Red blood cell casts: The presence of red blood cell casts in urinalysis indicates the presence of significant renal damage, which can occur with obstructive uropathy caused by a large kidney stone."
"A 21-year-old man comes to the physician because of a 6-month history of severe abdominal pain, bloating, and episodic diarrhea. He has also had a 5-kg (11-lb) weight loss during this time. Physical examination shows a mildly distended abdomen, hyperactive bowel sounds, and diffuse abdominal tenderness. A biopsy specimen of the colonic mucosa shows scattered areas of inflammation with fibrosis and noncaseating granulomas. Which of the following is most likely involved in the pathogenesis of this patient's condition?",A,A,True,11589.7,"A) Increased activity of type 1 T helper cells: The presence of noncaseating granulomas suggests a chronic inflammatory process, which is typically driven by the activation of CD4+ T cells, specifically Th1 cells."
"A 22-year-old primigravid woman comes to the physician for her first prenatal visit at 10 weeks' gestation. She has no history of serious illness. She has been using cocaine for the past two years. Without cessation of cocaine use, which of the following complications is most likely to occur?",A,A,True,9467.2,A) Premature delivery: Cocaine use is associated with an increased risk of preterm labor and delivery.
"A 68-year-old man is brought to the emergency department 30 minutes after the onset of uncontrollable jerking movements of his arms and legs followed by loss of consciousness. His wife says that he seemed confused this morning and had a headache. Immediately before the shaking episode, he said that he smelled rotten eggs. He is unresponsive. Cerebrospinal fluid (CSF) analysis shows a leukocyte count of 700/μL (70% lymphocytes), a glucose concentration of 60 mg/dL, and a protein concentration of 80 mg/dL. Despite appropriate lifesaving measures, the man dies. Which of the following is most likely to be found on postmortem examination of this patient?",B,A,False,16168.8,"Based on the provided information, the symptoms described are consistent with a condition called ""status epilepticus,"" which is a prolonged seizure activity. The cause of status epilepticus in this case is not clear, but it can be due to various conditions such as infections, metabolic disorders, or brain injuries. However, the CSF analysis suggests an infectious cause, specifically a bacterial meningitis. Therefore, the most likely finding on postmortem examination"
"A 5-year-old boy is brought to the physician for excessive weight gain. The mother reports that her son has been “chubby” since he was a toddler and that he has gained 10 kg (22 lbs) over the last year. During this period, he fractured his left arm twice from falling on the playground. He had cryptorchidism requiring orchiopexy at age 2. He is able to follow 1-step instructions and uses 2-word sentences. He is at the 5th percentile for height and 95th percentile for weight. Vital signs are within normal limits. Physical examination shows central obesity. There is mild esotropia and coarse, dry skin. In addition to calorie restriction, which of the following is the most appropriate next step in management of this patient?",C,A,False,15856.7,"A) Fluoxetine: The patient's excessive weight gain, along with his history of obesity since toddler age, suggests a need for weight management. Fluoxetine is a selective serotonin reuptake inhibitor (SSRI) that has been shown to be effective in the treatment of obesity in children by reducing appetite and increasing satiety."
"A 30-year-old man presents to his primary care physician complaining of headaches. He states that over the past month he has been trying to study for an accounting exam, but he finds it increasingly more difficult to focus due to his headaches. He also complains of lower extremity muscle cramping. He has no significant past medical history and takes ibuprofen and acetaminophen as needed. The patient’s temperature is 98°F (36.7°C), blood pressure is 168/108 mmHg, and pulse is 75/min. Labs are obtained, as shown below:

Serum:
pH (VBG): 7.50
Na: 146 mEq/L
K+: 3.2 mEq/L
Cl-: 104 mEq/L
HCO3-: 32 mEq/L
Urea nitrogen: 20 mg/dL
Creatinine: 1.1 mg/dL
Glucose: 85 mg/dL

An ultrasound reveals a hypoechoic lesion within the right adrenal gland. A 2 cm right-sided homogeneous adrenal mass is confirmed with computed tomography. Which of the following findings is associated with the patient’s most likely diagnosis?",D,A,False,19113.9,"A) Elevated 17-hydroxyprogesterone: The patient's symptoms, along with the imaging findings, are suggestive of a adrenal adenoma, specifically a Conn's syndrome, which is characterized by aldosterone excess due to an adrenal adenoma. However, the lab results show low aldosterone level, which is not consistent with Conn's syndrome. Instead, the patient's lab"
"Laboratory studies, including serum vitamin B12 (cyanocobalamin), thyroxine (T4), and thyroid-stimulating hormone concentrations, are within normal limits. A lumbar puncture is performed. Cerebrospinal fluid (CSF) analysis is most likely to show which of the following?",C,A,False,15054.3,"A) Antiganglioside GM1 antibodies are most likely not present in the CSF based on the given information, as there is no mention of neurological symptoms or signs suggestive of a demyelinating disorder such as Guillain-Barré syndrome."
"A 33-year-old man presents to the emergency department because of an episode of bloody emesis. He has had increasing dyspnea over the past 2 days. He was diagnosed with peptic ulcer disease last year. He has been on regular hemodialysis for the past 2 years because of end-stage renal disease. He skipped his last dialysis session because of an unexpected business trip. He has no history of liver disease. His supine blood pressure is 110/80 mm Hg and upright is 90/70, pulse is 110/min, respirations are 22/min, and temperature is 36.2°C (97.2°F). The distal extremities are cold to touch, and the outstretched hand shows flapping tremor. A bloody nasogastric lavage is also noted, which eventually clears after saline irrigation. Intravenous isotonic saline and high-dose proton pump inhibitors are initiated, and the patient is admitted into the intensive care unit. Which of the following is the most appropriate next step in the management of this patient?",B,A,False,17856.4,"The patient's symptoms of bloody emesis, dyspnea, and hypotension suggest gastrointestinal bleeding, likely from his peptic ulcer disease. His history of end-stage renal disease and missed dialysis session increase the risk of complications from the bleeding. The most appropriate next step in management would be A) Double-balloon tamponade to control the bleeding and prevent further complications. This procedure involves the insertion of a balloon-tipped"
"A 62-year-old man is brought to the emergency department because of syncope. He reports sudden onset of palpitations followed by loss of consciousness while carrying his groceries to his car. He is unable to recall any further details and does not have any chest pain or dizziness. He has a history of hypertension, type 2 diabetes mellitus, gastroparesis, and osteoarthritis of the knees. Medications include lisinopril, metformin, and ondansetron as needed for nausea. He also takes methadone daily for chronic pain. Apart from an abrasion on his forehead, he appears well. His temperature is 37.2 °C (98.9 F), heart rate is 104/min and regular, and blood pressure is 135/70 mm Hg. While he is in the emergency department, he loses consciousness again. Telemetry shows polymorphic ventricular tachycardia with cyclic alteration of the QRS axis that spontaneously resolves after 30 seconds. Results of a complete blood count, serum electrolyte concentrations, and serum thyroid studies show no abnormalities. Cardiac enzymes are within normal limits. Which of the following is the most likely underlying cause of this patient's syncope?",A,A,True,16141.7,"A) Prolonged QT interval: The patient's syncope was preceded by palpitations and was followed by polymorphic ventricular tachycardia with a cyclic alteration of the QRS axis, which are signs of a prolonged QT interval."
A researcher is studying the effects of hormones on different cells within the ovarian follicle. She adds follicle stimulating hormone (FSH) to a culture of ovarian follicle cells. She then measures the activity levels of different enzymes within the cells. Which enzyme and ovarian cell type would be expected to be stimulated by the addition of FSH?,C,A,False,12773.7,"A) Desmolase; theca interna cell: FSH stimulates the growth and development of ovarian follicles by acting on the theca interna cells, leading to an increase in the activity of desmolase, which breaks down collagen and other extracellular matrix components, allowing the follicle to grow."
"A 22-year-old man comes to the physician because of a 2-month history of episodes of shortness of breath, lightheadedness, and palpitations. During the examination, he reports the onset of one such episode. His pulse is 170/min and regular, respirations are 22/min, and blood pressure is 100/65 mm Hg. An ECG shows a regular narrow complex tachycardia; no P waves are visible. A common clinical maneuver to diagnose and/or relieve the patient's symptoms involves stimulation of which of the following nerves?",D,A,False,15126.5,"A) Vagus nerve
Justification: The vagus nerve can be stimulated to terminate supraventricular tachycardia by applying pressure to the carotid sinus or by applying cold water to the ears, both of which increase the activity of the vagus nerve. This maneuver is known as the ""vagal maneuver"" and can help diagnose and/or relieve the patient's symptoms."
"A 7-year-old boy is brought to the physician for the evaluation of sore throat for the past 2 days. During this period, he has had intermittent nausea and has vomited once. The patient has no cough, hoarseness, or rhinorrhea. He had similar symptoms at the age of 5 years that resolved spontaneously. He is otherwise healthy. His temperature is 37.9°C (100.2°F), pulse is 85/min, and blood pressure is 108/70 mm Hg. Head and neck examination shows an erythematous pharynx with grayish exudates overlying the palatine tonsils. There is no lymphadenopathy. Rapid antigen detection test for group A streptococci is negative. Which of the following is most appropriate next step in the management of this patient?",D,A,False,10239.5,A) Measuring antistreptolysin O titer to confirm recent streptococcal infection despite a negative rapid antigen test.
A newborn male born prematurely at 33 weeks is noted to have mild dyspnea and difficulty with feeding. Examination reveals bounding peripheral radial pulses and a continuous 'machine-like' murmur. The patient is subsequently started on indomethacin. Which of the following is the embryologic origin of the structure most likely responsible for this patient's presentation?,C,A,False,14608.4,"A) The structure most likely responsible for this patient's presentation is the ductus arteriosus, which is derived from the 6th aortic arch. Indomethacin is a non-steroidal anti-inflammatory drug (NSAID) commonly used to inhibit the production of prostaglandins, which can cause the ductus arteriosus to remain patent in newborns."
"A 72-year-old man comes to the emergency department for progressively worsening abdominal pain. The pain began 2 weeks ago and is localized to the right upper quadrant. He feels sick and fatigued. He also reports breathlessness when climbing the stairs to his first-floor apartment. He is a retired painter. He has hypertension and type 2 diabetes mellitus. He is sexually active with one female partner and does not use condoms consistently. He began having sexual relations with his most recent partner 2 months ago. He smoked 1 pack of cigarettes daily for 40 years but quit 10 years ago. He does not drink alcohol. Current medications include insulin and enalapril. He is 181 cm (5 ft 11 in) tall and weighs 110 kg (264 lb); BMI is 33.5 kg/m2. His vital signs are within normal limits. Physical examination shows jaundice, a distended abdomen, and tender hepatomegaly. There is no jugular venous distention. A grade 2/6 systolic ejection murmur is heard along the right upper sternal border. Laboratory studies show:
Hemoglobin 18.9 g/dL
Aspartate aminotransferase 450 U/L
Alanine aminotransferase 335 U/L
Total bilirubin 2.1 mg/dL
Which of the following is the most likely cause of his symptoms?""",C,A,False,19532.2,"A) Hepatotropic viral infection: The patient's symptoms, jaundice, and elevated liver enzymes (AST and ALT) are consistent with viral hepatitis. The patient's recent sexual activity with a new partner and lack of consistent condom use increase the risk for sexually transmitted hepatitis B or C."
"A 3-year-old boy is brought to his pediatrician’s office because of prolonged ear pulling and discomfort. The condition started a week ago and his parents are concerned that he has developed another ear infection. He has had multiple minor respiratory tract infections with productive cough and ear infections over the last year; he has also been hospitalized once with community-acquired pneumonia. During his last ear infection, there was some discussion of myringotomy. The boy was born at 39 weeks gestation via spontaneous vaginal delivery. He is up to date on all vaccines and is meeting all developmental milestones. Today, the vital signs include: temperature 39.0°C (102.0°F), blood pressure 100/65 mm Hg, heart rate 110/min, and respiratory rate 30/min. His left ear is tender and appears red and irritated. Examination with an otoscope reveals a swollen canal and a bulging tympanic membrane. A review of previous medical records reveals the following chest X-ray taken 2 months ago. What is the underlying cause of his recurrent infections?",D,A,False,17216.5,"Based on the information provided, it is unlikely that this patient has an underlying genetic condition such as cystic fibrosis, common variable immune deficiency, or Kartagener syndrome. The recurrent ear infections and respiratory tract infections are more suggestive of a history of ear tubes or chronic otitis media. Therefore, the answer is likely A) None of the above."
A 2-month-old boy is brought to the emergency department by his mother because of an 8-hour history of difficulty feeding and decreased arousability. His mother says that the symptoms began after he rolled over and fell from the bed. His vital signs are within normal limits. Examination shows regions of purple discoloration in the T4–T10 dermatomes bilaterally and tense fontanelles. Fundoscopy shows bilateral optic disc swelling with dot-and-blot hemorrhages extending to the ora serrata. Which of the following is the most likely diagnosis?,D,A,False,15266.9,"A) Epidural hematoma: The patient's symptoms following a fall and the presence of purple discoloration in the T4–T10 dermatomes, tense fontanelles, and bilateral optic disc swelling with hemorrhages are indicative of an epidural hematoma. This type of hematoma is typically caused by trauma and can result in increased intracranial pressure."
"A 49 year-old-male presents with a primary complaint of several recent episodes of severe headache, sudden anxiety, and a ""racing heart"". The patient originally attributed these symptoms to stress at work; however, these episodes are becoming more frequent and severe. Laboratory evaluation during such an episode reveals elevated plasma free metanephrines. Which of the following additional findings in this patient is most likely?",B,A,False,10109.8,"A) Elevated 24 hour urine VMA levels: Elevated plasma free metanephrines suggest pheochromocytoma, and increased urine VMA levels confirm the diagnosis."
"A previously healthy 48-year-old man comes to the physician because of a 2-month history of weight loss and yellowing of the skin. He works as a farmer and cultivates soybean and corn. He does not smoke, drink alcohol, or use illicit drugs. His vital signs are within normal limits. Physical examination shows scleral icterus and tender hepatomegaly. Ultrasonography of the abdomen shows a 5-cm nodular lesion in the right lobe of the liver. Further evaluation of the lesion confirms hepatocellular carcinoma. The activity of which of the following enzymes most likely contributed to the pathogenesis of this patient's condition?",D,D,True,14921.6,"The correct answer is D: Cytochrome P450 monooxygenases. Hepatocellular carcinoma is often associated with exposure to certain toxins, including those metabolized by cytochrome P450 enzymes in the liver. Farmers who cultivate crops such as soybean and corn may be exposed to various chemicals used in agriculture, which can increase the risk of liver cancer."
"A 46-year-old Caucasian female presents with cold intolerance, weight gain, and constipation. She has also noticed that her nails have become thinner recently but denies any fever or neck pain. Which of the following is NOT an expected histological finding in the thyroid?",A,A,True,13179.3,A) Multinucleate giant cells: Multinucleate giant cells are not an expected histological finding in the thyroid gland in this context. They are more commonly seen in conditions such as subacute thyroiditis or thyroid lymphoma.
"A 1-month-old boy is brought to the physician because of a 5-day history of generalized fatigue and multiple episodes of vomiting which is most pronounced after formula feeding. His vomiting progressed from 2–3 episodes on the first day to 6–8 episodes at present. The vomitus is whitish in color. The mother reports that he has been very hungry after each episode of vomiting. The patient was born at 38 weeks' gestation and weighed 3100 g (6 lb 13 oz); he currently weighs 3500 g (7 lb 11 oz). He appears irritable. His temperature is 37.1°C (98.8°F), pulse is 130/min, respirations are 43/min, and blood pressure is 74/36 mm Hg. Examination shows dry mucous membranes. The abdomen is soft and not distended. There is a round mass palpable in the epigastric region. The liver is palpated 1 cm below the right costal margin. Laboratory studies show:
Hemoglobin 15.3 g/dL
Leukocyte count 6300/mm3
Platelet count 230,000/mm3
Serum
Na+ 133 mEq/L
K+ 3.4 mEq/L
Cl- 92 mEq/L
Glucose 77 mg/dL
Creatinine 1.0 mg/dL
A urinalysis shows a decreased pH. Which of the following is the most appropriate next step in the management of this patient?""",A,A,True,18961.2,"A) Administer IV 0.9% NaCl and replace electrolytes: The patient's symptoms of vomiting, irritability, and dehydration with dry mucous membranes, along with the laboratory findings of low serum sodium (133 mEq/L) and potassium (3.4 mEq/L), indicate dehydration and electrolyte imbalance. The most appropriate next step is to administer intravenous"
"A 34-year-old primigravid woman comes to the physician for a prenatal visit at 37-weeks' gestation because of worsening back pain for 3 weeks. The pain is worse with extended periods of walking, standing, and sitting. She has not had any changes in bowel movements or urination. Her mother has rheumatoid arthritis. Examination of the back shows bilateral pain along the sacroiliac joint area as a posterior force is applied through the femurs while the knees are flexed. She has difficulty actively raising either leg while the knee is extended. Motor and sensory function are normal bilaterally. Deep tendon reflexes are 2+. Babinski sign is absent. Pelvic examination shows a uterus consistent in size with a 37-weeks' gestation. There is no tenderness during abdominal palpation. Which of the following is the most likely explanation for this patient's symptoms?",C,A,False,17841.3,"A) Vertebral bone compression fracture: The patient's symptoms of worsening back pain, localized to the sacroiliac joint area, and difficulty raising legs while extending the knee are consistent with a vertebral bone compression fracture. This condition can occur during pregnancy due to the increased load on the spine and the hormonal changes that lead to decreased bone density. The absence of other symptoms such as changes in bowel movements or urination, and normal"
"A 30-year-old woman, gravida 2, para 1, at 12 weeks' gestation comes to the physician for a prenatal visit. She feels well. Pregnancy and vaginal delivery of her first child were uncomplicated. Five years ago, she was diagnosed with hypertension but reports that she has been noncompliant with her hypertension regimen. The patient does not smoke or drink alcohol. She does not use illicit drugs. Medications include methyldopa, folic acid, and a multivitamin. Her temperature is 37°C (98.6°F), pulse is 80/min, and blood pressure is 145/90 mm Hg. Physical examination shows no abnormalities. Laboratory studies, including serum glucose level, and thyroid-stimulating hormone concentration, are within normal limits. The patient is at increased risk of developing which of the following complications?",C,A,False,11370.7,"A. The patient's history of hypertension increases the risk of developing preeclampsia, which can lead to spontaneous abortion."
"A 3-day-old female newborn is brought to the emergency department because of fever, poor feeding, and irritability for 6 hours. She was delivered at home at 39 weeks' gestation and delivery was uncomplicated. The mother had no prenatal care. Her temperature is 39.8°C (103.6°F), pulse is 172/min, respirations are 58/min, and blood pressure is 74/45 mm Hg. She appears lethargic. Physical examination shows expiratory grunting and nasal flaring. Serum studies show elevated levels of interleukin-6. Which of the following is the most likely effect of this laboratory finding?",D,C,False,10959.6,"C) Increased production of inflammatory cytokines, such as interleukin-6, indicates an inflammatory response. This can lead to increased classical activation of macrophages."
"A 7-year-old girl is brought to the physician by her parents for the evaluation of pubic hair development. She has a history of a fracture in each leg and one fracture in her right arm. Her performance at school is good. There is no family history of serious illness. She takes no medications. Vital signs are within normal limits. Genital examination shows coarse, dark hair along the labia. The breast glands are enlarged and the breast bud extends beyond the areolar diameter. There are several hyperpigmented macules with rough, serpiginous borders of different sizes on the lower and upper extremities. The remainder of the examination shows no abnormalities. Which of the following is the most likely diagnosis?",B,A,False,16266.3,"The presence of multiple fractures and coarse, dark hair along the labia, as well as enlarged breast glands, suggest a diagnosis of McCune-Albright syndrome (B). This condition is characterized by the triad of precocious puberty, polyostotic fibrous dysplasia, and café-au-lait spots. The hyperpigmented macules with rough, serpiginous borders are consistent with the café-au-l"
"Group of 100 medical students took an end of the year exam. The mean score on the exam was 70%, with a standard deviation of 25%. The professor states that a student's score must be within the 95% confidence interval of the mean to pass the exam. Which of the following is the minimum score a student can have to pass the exam?",A,A,True,9767.9,"A) 65%: The 95% confidence interval of the mean includes scores that are 1.96 standard deviations above or below the mean. So, the minimum passing score is the mean minus 1.96 standard deviations, which is 65%."
"A 22-year-old man comes to the physician because of a 2-week history of cough and decreased urination. The cough was initially nonproductive, but in the last few days he has coughed up small amounts of blood-tinged sputum with clots. He has not had any fevers, chills, or weight loss. He has smoked one pack of cigarettes daily for 5 years. Pulse is 115/min and blood pressure is 125/66 mm Hg. Physical examination shows dried blood around the lips. Serum studies show a creatinine of 2.9 mg/dL. Results of a serum antineutrophil cytoplasm antibody test are negative. A biopsy specimen of the kidney is most likely to show which of the following light microscopy findings?",C,A,False,18769.7,A) Neutrophilic infiltration of the capillaries: The patient's symptoms and laboratory findings (elevated creatinine level) are consistent with glomerulonephritis. The absence of red blood cell casts and positive ANCA test results suggest a different type of glomerulonephritis than microscopic polyangiitis or Goodpasture syndrome. The presence of a smoking history and normal urine microscopy
"A 3-month-old boy presents for routine health maintenance. The patient has coarse facial features and stiff joint movements with restricted passive and active range of motion. He also has problems following objects with his eyes and seems not to focus on anything. On physical examination, the corneas are clouded, and the patient fails to meet any 3-month developmental milestones. Genetic testing and histopathology are performed and reveal failure of a cellular structure to phosphorylate mannose residues on glycoproteins. An electron microscopy image of one of this patient’s cells is shown. Which of the following is the most likely diagnosis in this patient?",B,D,False,14725.5,"The patient's symptoms of coarse facial features, stiff joint movements, clouded corneas, and developmental delay, along with the failure of mannose phosphorylation on glycoproteins, are consistent with Tay-Sachs disease. Therefore, the answer is D. Tay-Sachs disease is a lysosomal storage disorder caused by a deficiency of the enzyme hexosaminidase A, which results in the accumulation"
"A 28-year-old woman at 30 weeks gestation is rushed to the emergency room with the sudden onset of vaginal bleeding accompanied by intense abdominopelvic pain and uterine contractions. The intensity and frequency of pain have increased in the past 2 hours. This is her 1st pregnancy and she was diagnosed with gestational diabetes several weeks ago. Her vital signs include a blood pressure of 124/68 mm Hg, a pulse of 77/min, a respiratory rate of 22/min, and a temperature of 37.0°C (98.6°F). The abdominal examination is positive for a firm and tender uterus. An immediate cardiotocographic evaluation reveals a fetal heart rate of 150/min with prolonged and repetitive decelerations and high-frequency and low-amplitude uterine contractions. Your attending physician warns you about delaying the vaginal physical examination until a quick sonographic evaluation is completed. Which of the following is the most likely diagnosis in this patient?",D,D,True,17268.6,"D) Placenta abruption

The symptoms described, including sudden onset of vaginal bleeding, intense abdominopelvic pain, and uterine contractions, along with the patient's history of gestational diabetes and the findings on cardiotocography, are consistent with placenta abruption. The prolonged and repetitive decelerations and high-frequency, low-amplitude uterine contractions on the cardiotocogram are indicative of"
"A 60-year-old man comes to the emergency department because of nausea, headache, and generalized fatigue for 2 days. He has not vomited. He was diagnosed with small cell lung cancer and liver metastases around 3 months ago and is currently receiving chemotherapy with cisplatin and etoposide. His last chemotherapy cycle ended one week ago. He has chronic obstructive lung disease and type 2 diabetes mellitus. Current medications include insulin and a salmeterol-fluticasone inhaler. He appears malnourished. He is oriented to time, place, and person. His temperature is 37.1°C (98.8°F), pulse is 87/min, respirations are 13/min, and blood pressure is 132/82 mm Hg. There is no edema. Examination shows decreased breath sounds over the left lung. Cardiac examination shows an S4. The abdomen is soft and nontender. Neurological examination shows no focal findings. Laboratory studies show:
Hemoglobin 11.6 g/dL
Leukocyte count 4,300/mm3
Platelet count 146,000/mm3
Serum
Na+ 125 mEq/L
Cl− 105 mEq/L
K+ 4.5 mEq/L
HCO3− 24 mEq/L
Glucose 225 mg/dL
Total bilirubin 1.1 mg/dL
Alkaline phosphatase 80 U/L
Aspartate aminotransferase (AST, GOT) 78 U/L
Alanine aminotransferase (ALT, GPT) 90 U/L
Further evaluation of this patient is likely to show which of the following laboratory findings?
Serum osmolality Urine osmolality Urinary sodium excretion
(A) 220 mOsm/kg H2O 130 mOsm/kg H2O 10 mEq/L
(B) 269 mOsm/kg H2O 269 mOsm/kg H2O 82 mEq/L
(C) 255 mOsm/kg H2O 45 mOsm/kg H2O 12 mEq/L
(D) 222 mOsm/kg H2O 490 mOsm/kg H2O 10 mEq/L
(E) 310 mOsm/kg H2O 420 mOsm/kg H2O 16 mEq/L""",A,C,False,24046.7,"Answer: C) (45 mEq/L)

Explanation:

The patient's symptoms of nausea, headache, and fatigue, along with his history of small cell lung cancer and liver metastases, suggest that he may be experiencing chemotherapy-induced side effects. The low leukocyte count and normal differential suggest neutropenia, which is a common side effect of chemotherapy. The patient's electrolyte"
A 66-year-old man weighing 50 kg (110 lb) is admitted to the hospital because of sepsis complicated by acute respiratory distress syndrome. The physician decides to initiate total parenteral nutrition and prescribes short-term hypocaloric intake of 20 kcal/kg/day with 20% of the total energy requirement provided by proteins and 30% provided by fats. The physician calculates that a total volume of 1100 mL/day should be infused during the parenteral nutrition therapy to maintain fluid balance. A colloid containing 10 g/dL of albumin and an emulsion with a fat concentration of 33 g/dL are used to prepare parenteral nutrition modules. Which of the following is the most appropriate module to meet the carbohydrate requirement in this patient over the next 24 hours?,D,A,False,16223.7,"A) 500 mL of 10% dextrose solution: The patient requires 20 kcal/kg/day, which is equivalent to 50 kg x 20 kcal/kg = 1000 kcal/day. Since 1 kcal = 4 kJ and 1 g of glucose provides 3.7 kJ, the patient requires 1000 kcal x 3.7 k"
"A healthy 47-year-old woman presents to the women’s center for a routine pap smear. She has a past medical history of hypothyroidism and rheumatoid arthritis. She is taking levothyroxine, methotrexate, and adalimumab. The vital signs are within normal limits during her visit today. Her physical examination is grossly normal. Which of the following is the most appropriate next step?",B,A,False,10849.1,"A) Mammography is not recommended for this patient at this time as she is under 50 years old and has no family history of breast cancer or other risk factors. However, she should continue to have regular Pap smears as recommended for her age and medical conditions."
"A 51-year-old man presents complaining of decreased vibratory sense in his lower limbs. Physical exam reveals a widened pulse pressure and a decrescendo murmur occurring after the S2 heart sound. After further questioning, he also reports he experienced a maculopapular rash over his trunk, palms and soles many years ago that resolved on its own. In order to evaluate the suspected diagnosis, the physician FIRST tested for which of the following?",A,A,True,15559.3,"A. The patient's symptoms and physical exam findings are suggestive of connective tissue disease, specifically systemic lupus erythematosus (SLE). Antinuclear antibodies (ANA) test is the initial diagnostic test for SLE. However, based on the provided information, it is essential to note that a negative ANA test does not rule out SLE, and further testing may be necessary. In this case, the patient's history of"
An investigator is studying the immune response and the spleen in a mouse model infected with Escherichia coli. Which of the following anatomical sites in the spleen is important for the initial maturation of B cells that will ultimately target Escherichia coli?,C,B,False,13373.5,"The initial maturation of B cells that will ultimately target Escherichia coli occurs in the marginal zone of the spleen. However, the question asks for the site important for the ""initial maturation,"" which refers to the process of B cell activation and selection, which occurs in the germinal centers. Therefore, the correct answer is A, as the marginal zone is the site where B cells undergo their first round of antigen exposure and selection, leading to their activation and different"
